id,Dimension,Value
31843,Dim3,2.89
31844,Dim1,4.73
31844,Dim2,4.79
31845,Dim1,4.48
31845,Dim2,4.52
31845,Dim3,2.75
31846,Dim1,4.45
31847,Dim1,4.58
31847,Dim2,4.62
31848,Dim1,4.55
31848,Dim2,4.57
31848,Dim3,2.84
31849,Dim1,4.6
31849,Dim3,2.86
31851,Dim2,4.25
31852,Dim1,4.28
31852,Dim2,4.24
31852,Dim3,2.65
31853,Dim1,4.33
31854,Dim1,4.32
31854,Dim3,2.64
31855,Dim1,4.33
31855,Dim2,4.31
31856,Dim1,4.34
31856,Dim2,4.31
31856,Dim3,2.66
31857,Dim1,4.34
31857,Dim2,4.31
31857,Dim3,2.67
31858,Dim2,4.32
31858,Dim3,2.62
31859,Dim3,2.65
31860,Dim1,4.35
31860,Dim2,4.33
31860,Dim3,2.63
31861,Dim1,4.35
31861,Dim3,2.66
31862,Dim1,4.35
31862,Dim2,4.33
31862,Dim3,2.67
31863,Dim1,4.37
31863,Dim2,4.34
31863,Dim3,2.65
31864,Dim1,4.31
31864,Dim3,2.67
31865,Dim1,4.33
31865,Dim2,4.29
31866,Dim1,4.32
31866,Dim2,4.3
31867,Dim1,4.34
31868,Dim1,4.35
31869,Dim1,4.29
31869,Dim2,4.26
31869,Dim3,2.72
31870,Dim1,4.3
31871,Dim1,4.3
31871,Dim3,2.64
31872,Dim1,4.31
31872,Dim2,4.28
31872,Dim3,2.7
31873,Dim1,4.32
31873,Dim2,4.28
31873,Dim3,2.67
31874,Dim1,4.28
31874,Dim3,2.69
31875,Dim2,4.24
31875,Dim3,2.71
31876,Dim1,4.28
31876,Dim2,4.25
31876,Dim3,2.67
31877,Dim1,4.28
31877,Dim2,4.25
31877,Dim3,2.71
31878,Dim1,4.29
31878,Dim2,4.26
31878,Dim3,2.66
31879,Dim1,4.24
31879,Dim2,4.21
31879,Dim3,2.68
31880,Dim1,4.25
31880,Dim2,4.22
31880,Dim3,2.66
31881,Dim1,4.28
31882,Dim1,4.27
31882,Dim2,4.24
31882,Dim3,2.71
31883,Dim1,4.38
31883,Dim2,4.34
31883,Dim3,2.6
31884,Dim2,4.37
31885,Dim2,4.34
31885,Dim3,2.69
31886,Dim1,4.35
31886,Dim3,2.66
31887,Dim2,4.3
31888,Dim1,4.33
31889,Dim2,4.3
31889,Dim3,2.68
31890,Dim1,4.33
31890,Dim2,4.31
31890,Dim3,2.67
31891,Dim1,4.36
31892,Dim1,4.34
31892,Dim2,4.29
31892,Dim3,2.67
31893,Dim2,4.3
31893,Dim3,2.66
31894,Dim1,4.32
31895,Dim2,4.3
31895,Dim3,2.59
31896,Dim1,4.32
31896,Dim2,4.29
31896,Dim3,2.66
31897,Dim1,4.32
31897,Dim2,4.29
31897,Dim3,2.69
31898,Dim1,4.33
31898,Dim2,4.29
31898,Dim3,2.64
31899,Dim1,4.33
31900,Dim1,4.34
31900,Dim3,2.65
31901,Dim1,4.3
31901,Dim2,4.27
31901,Dim3,2.67
31902,Dim1,4.31
31903,Dim1,4.32
31903,Dim2,4.27
31903,Dim3,2.7
31904,Dim1,4.31
31904,Dim3,2.67
31905,Dim1,4.31
31905,Dim3,2.67
31906,Dim1,4.31
31906,Dim2,4.28
31906,Dim3,2.7
31907,Dim2,4.28
31908,Dim1,4.32
31908,Dim3,2.66
31909,Dim1,4.34
31909,Dim2,4.28
31909,Dim3,2.65
31910,Dim1,4.32
31910,Dim3,2.66
31911,Dim1,4.29
31911,Dim2,4.27
31911,Dim3,2.68
31912,Dim1,4.29
31912,Dim2,4.26
31912,Dim3,2.69
31913,Dim1,4.29
31913,Dim2,4.26
31914,Dim1,4.3
31914,Dim2,4.26
31914,Dim3,2.71
31916,Dim1,4.32
31916,Dim3,2.68
31917,Dim1,4.3
31917,Dim2,4.24
31917,Dim3,2.65
31918,Dim1,4.27
31918,Dim2,4.25
31919,Dim1,4.28
31919,Dim2,4.25
31919,Dim3,2.72
31920,Dim1,4.29
31920,Dim2,4.25
31920,Dim3,2.68
31921,Dim1,4.26
31921,Dim3,2.68
31922,Dim1,4.28
31922,Dim3,2.69
31924,Dim1,4.28
31924,Dim3,2.64
31925,Dim1,4.26
31925,Dim2,4.24
31925,Dim3,2.67
31926,Dim1,4.25
31926,Dim2,4.23
31926,Dim3,2.69
31927,Dim1,4.26
31927,Dim2,4.23
31927,Dim3,2.7
31928,Dim1,4.22
31928,Dim3,2.64
31929,Dim1,4.24
31929,Dim3,2.64
31930,Dim1,4.33
31930,Dim2,4.31
31930,Dim3,2.68
31931,Dim1,4.34
31931,Dim2,4.31
31931,Dim3,2.68
31932,Dim1,4.34
31932,Dim2,4.32
31932,Dim3,2.63
31933,Dim2,4.32
31934,Dim2,4.34
31935,Dim1,4.37
31935,Dim2,4.34
31935,Dim3,2.63
31936,Dim1,4.39
31936,Dim2,4.36
31936,Dim3,2.65
31937,Dim1,4.33
31937,Dim2,4.31
31937,Dim3,2.67
31938,Dim1,4.33
31938,Dim2,4.3
31938,Dim3,2.69
31939,Dim1,4.32
31939,Dim2,4.31
31939,Dim3,2.67
31940,Dim1,4.33
31940,Dim2,4.31
31940,Dim3,2.61
31941,Dim1,4.33
31941,Dim2,4.31
31941,Dim3,2.64
31942,Dim3,2.64
31943,Dim2,4.29
31943,Dim3,2.71
31944,Dim1,4.34
31944,Dim3,2.62
31945,Dim2,4.29
31945,Dim3,2.65
31946,Dim1,4.31
31946,Dim2,4.3
31946,Dim3,2.66
31947,Dim1,4.32
31947,Dim2,4.29
31948,Dim1,4.32
31948,Dim2,4.28
31948,Dim3,2.65
31949,Dim1,4.31
31949,Dim2,4.29
31949,Dim3,2.65
31950,Dim3,2.7
31951,Dim1,4.13
31951,Dim2,4.16
31951,Dim3,2.58
31952,Dim1,4.29
31952,Dim2,4.26
31953,Dim2,4.38
31954,Dim2,4.4
31954,Dim3,2.7
31955,Dim1,4.37
31955,Dim2,4.4
31955,Dim3,2.7
31956,Dim1,4.35
31956,Dim2,4.41
31957,Dim1,4.37
31957,Dim2,4.38
31957,Dim3,2.67
31958,Dim1,4.37
31958,Dim2,4.4
31958,Dim3,2.72
31959,Dim2,4.4
31959,Dim3,2.73
31960,Dim2,4.42
31960,Dim3,2.71
31961,Dim1,4.09
31961,Dim2,4.14
31961,Dim3,2.52
31962,Dim2,3.93
31962,Dim3,2.42
31963,Dim2,4.83
31963,Dim3,2.98
31964,Dim1,4.11
31964,Dim2,4.13
31965,Dim1,4.11
31965,Dim2,4.13
31965,Dim3,2.51
31966,Dim1,4.15
31966,Dim2,4.19
31967,Dim1,4.1
31967,Dim3,2.55
31968,Dim1,4.18
31968,Dim2,4.22
31968,Dim3,2.5
31969,Dim1,4.1
31969,Dim2,4.15
31969,Dim3,2.48
31970,Dim1,4.08
31970,Dim2,4.1
31970,Dim3,2.55
31971,Dim1,4.09
31971,Dim2,4.13
31971,Dim3,2.54
31972,Dim2,4.11
31972,Dim3,2.54
31973,Dim1,4.34
31973,Dim2,4.37
31974,Dim1,4.18
31974,Dim2,4.2
31974,Dim3,2.48
31975,Dim2,4.1
31976,Dim2,4.27
31976,Dim3,2.47
31977,Dim1,4.19
31977,Dim2,4.25
31977,Dim3,2.49
31978,Dim1,4.06
31978,Dim2,4.08
31979,Dim1,4.04
31979,Dim2,4.07
31979,Dim3,2.55
31980,Dim1,4.18
31980,Dim2,4.23
31981,Dim1,4.32
31981,Dim2,4.29
31981,Dim3,2.63
31982,Dim1,4.31
31982,Dim2,4.28
31982,Dim3,2.67
31983,Dim1,4.31
31983,Dim3,2.68
31984,Dim1,4.31
31984,Dim2,4.27
31984,Dim3,2.69
31985,Dim1,4.33
31985,Dim2,4.27
31986,Dim2,4.27
31987,Dim1,4.29
31987,Dim2,4.26
31987,Dim3,2.63
31988,Dim2,4.26
31988,Dim3,2.69
31989,Dim1,4.31
31989,Dim2,4.26
31989,Dim3,2.66
31990,Dim1,4.29
31990,Dim3,2.69
31991,Dim1,4.28
31991,Dim2,4.26
31991,Dim3,2.67
31992,Dim1,4.27
31992,Dim2,4.22
31992,Dim3,2.64
31993,Dim1,4.29
31993,Dim2,4.24
31993,Dim3,2.68
31994,Dim1,4.28
31994,Dim2,4.25
31994,Dim3,2.68
31995,Dim1,4.3
31995,Dim2,4.25
31995,Dim3,2.68
31996,Dim1,4.25
31997,Dim1,4.34
31997,Dim2,4.31
31998,Dim2,4.24
31999,Dim1,4.32
32e3,Dim1,4.3
32e3,Dim2,4.32
32e3,Dim3,2.67
32001,Dim1,4.21
32001,Dim3,2.63
32002,Dim1,4.78
32002,Dim2,4.8
32002,Dim3,2.98
32003,Dim1,4.1
32003,Dim2,4.17
32003,Dim3,2.54
32004,Dim3,2.83
32005,Dim1,4.85
32005,Dim2,4.86
32005,Dim3,3.02
32006,Dim1,4.78
32006,Dim2,4.81
32006,Dim3,2.98
32007,Dim1,4.97
32007,Dim2,5
32007,Dim3,2.93
32008,Dim2,4.6
32008,Dim3,2.84
32009,Dim1,4.38
32009,Dim2,4.42
32009,Dim3,2.68
32010,Dim1,4.34
32010,Dim2,4.41
32010,Dim3,2.59
32011,Dim1,4.36
32011,Dim2,4.39
32011,Dim3,2.71
32012,Dim1,4.43
32012,Dim2,4.46
32013,Dim1,4.35
32013,Dim2,4.32
32013,Dim3,2.68
32014,Dim1,4.41
32014,Dim2,4.37
32014,Dim3,2.61
32015,Dim1,4.38
32015,Dim2,4.34
32016,Dim2,4.69
32016,Dim3,2.84
32017,Dim1,4.84
32017,Dim3,2.98
32018,Dim1,4.39
32018,Dim2,4.42
32018,Dim3,2.75
32019,Dim1,4.38
32019,Dim2,4.41
32019,Dim3,2.73
32020,Dim1,4.44
32020,Dim2,4.47
32020,Dim3,2.62
32021,Dim1,4.47
32021,Dim3,2.69
32022,Dim1,4.91
32022,Dim2,4.97
32022,Dim3,2.87
32023,Dim1,4.37
32023,Dim2,4.4
32024,Dim3,2.69
32025,Dim1,4.37
32025,Dim2,4.42
32025,Dim3,2.74
32026,Dim1,4.36
32026,Dim2,4.38
32026,Dim3,2.69
32027,Dim1,4.85
32027,Dim2,4.88
32028,Dim1,4.69
32028,Dim2,4.72
32029,Dim1,4.51
32029,Dim2,4.55
32030,Dim1,4.72
32030,Dim3,2.82
32031,Dim2,4.72
32032,Dim1,4.3
32032,Dim2,4.28
32032,Dim3,2.68
32033,Dim1,4.85
32033,Dim2,4.88
32033,Dim3,3.03
32034,Dim1,4.39
32034,Dim2,4.43
32034,Dim3,2.62
32035,Dim1,4.39
32035,Dim3,2.7
32036,Dim1,4.41
32037,Dim2,4.49
32037,Dim3,2.7
32038,Dim2,4.32
32038,Dim3,2.68
32039,Dim1,4.31
32039,Dim3,2.67
32040,Dim1,4.28
32040,Dim2,4.34
32041,Dim1,4.42
32041,Dim2,4.45
32041,Dim3,2.72
32042,Dim1,4.32
32042,Dim2,4.37
32044,Dim1,4.39
32044,Dim2,4.42
32044,Dim3,2.72
32045,Dim2,4.43
32045,Dim3,2.65
32046,Dim2,4.27
32046,Dim3,2.74
32047,Dim1,4.63
32047,Dim3,2.85
32048,Dim1,4.73
32048,Dim2,4.76
32049,Dim1,4.48
32049,Dim2,4.53
32049,Dim3,2.81
32050,Dim1,4.83
32050,Dim2,4.86
32050,Dim3,3.01
32051,Dim1,4.49
32051,Dim2,4.54
32051,Dim3,2.77
32052,Dim1,4.42
32052,Dim2,4.44
32052,Dim3,2.67
32053,Dim2,4.57
32053,Dim3,2.8
32054,Dim1,4.55
32054,Dim3,2.79
32055,Dim3,2.73
32056,Dim1,4.34
32056,Dim2,4.31
32056,Dim3,2.54
32057,Dim1,4.23
32057,Dim2,4.2
32058,Dim1,4.44
32058,Dim2,4.41
32059,Dim2,4.43
32059,Dim3,2.74
32060,Dim1,4.42
32060,Dim2,4.38
32061,Dim1,4.49
32061,Dim3,2.7
32062,Dim1,4.5
32062,Dim2,4.47
32062,Dim3,2.69
32063,Dim1,4.44
32063,Dim2,4.43
32063,Dim3,2.77
32064,Dim1,4.46
32064,Dim3,2.73
32065,Dim1,4.49
32065,Dim2,4.46
32065,Dim3,2.69
32066,Dim1,4.43
32066,Dim3,2.77
32067,Dim1,4.44
32067,Dim2,4.4
32068,Dim1,4.44
32069,Dim3,2.76
32070,Dim2,4.41
32070,Dim3,2.78
32071,Dim1,4.46
32071,Dim2,4.41
32071,Dim3,2.68
32072,Dim1,4.46
32072,Dim2,4.4
32072,Dim3,2.72
32073,Dim1,4.6
32073,Dim2,4.53
32073,Dim3,2.6
32074,Dim1,4.63
32074,Dim2,4.65
32075,Dim1,4.43
32075,Dim2,4.46
32075,Dim3,2.73
32076,Dim1,4.42
32076,Dim2,4.44
32077,Dim1,4.44
32077,Dim2,4.48
32077,Dim3,2.77
32078,Dim1,4.43
32078,Dim3,2.76
32079,Dim1,4.45
32079,Dim2,4.48
32079,Dim3,2.76
32080,Dim1,4.46
32080,Dim2,4.5
32080,Dim3,2.72
32081,Dim1,4.43
32081,Dim2,4.46
32081,Dim3,2.79
32082,Dim2,4.46
32082,Dim3,2.74
32083,Dim1,4.41
32083,Dim2,4.45
32083,Dim3,2.76
32084,Dim1,4.49
32084,Dim2,4.54
32084,Dim3,2.69
32085,Dim3,2.73
32086,Dim1,4.46
32086,Dim2,4.49
32087,Dim2,4.49
32088,Dim1,4.43
32088,Dim2,4.46
32088,Dim3,2.77
32089,Dim3,2.76
32090,Dim3,2.73
32091,Dim1,4.41
32091,Dim2,4.45
32092,Dim2,4.45
32092,Dim3,2.77
32093,Dim1,4.48
32093,Dim2,4.52
32093,Dim3,2.71
32094,Dim1,4.46
32094,Dim2,4.5
32094,Dim3,2.72
32095,Dim1,4.4
32095,Dim3,2.76
32096,Dim2,4.46
32096,Dim3,2.73
32097,Dim1,4.42
32097,Dim2,4.47
32097,Dim3,2.75
32098,Dim1,4.38
32098,Dim2,4.45
32099,Dim1,4.46
32100,Dim1,4.5
32100,Dim2,4.54
32100,Dim3,2.74
32101,Dim1,4.42
32101,Dim3,2.76
32102,Dim2,4.46
32102,Dim3,2.78
32103,Dim1,4.42
32103,Dim2,4.44
32103,Dim3,2.74
32104,Dim1,4.41
32104,Dim2,4.44
32105,Dim2,4.46
32105,Dim3,2.76
32106,Dim1,4.54
32106,Dim2,4.58
32107,Dim1,4.64
32107,Dim2,4.68
32108,Dim1,4.53
32108,Dim2,4.58
32108,Dim3,2.82
32109,Dim1,4.6
32109,Dim3,2.81
32111,Dim1,5.01
32111,Dim2,5.05
32111,Dim3,3.11
32112,Dim3,2.68
32113,Dim1,4.59
32113,Dim2,4.61
32113,Dim3,2.85
32114,Dim1,4.08
32115,Dim2,4.88
32115,Dim3,3.01
32116,Dim1,4.38
32116,Dim2,4.42
32117,Dim2,4.72
32117,Dim3,2.98
32118,Dim1,4.67
32119,Dim2,4.59
32119,Dim3,2.9
32120,Dim1,4.47
32120,Dim2,4.52
32120,Dim3,2.8
32121,Dim1,4.8
32121,Dim2,4.83
32121,Dim3,3
32122,Dim1,4.49
32122,Dim2,4.52
32122,Dim3,2.78
32123,Dim1,4.98
32123,Dim2,5.01
32123,Dim3,3.06
32124,Dim1,4.96
32124,Dim2,5.01
32124,Dim3,3.11
32125,Dim1,4.71
32125,Dim2,4.74
32125,Dim3,2.94
32126,Dim1,4.7
32126,Dim2,4.66
32126,Dim3,3.01
32127,Dim1,4.74
32127,Dim2,4.69
32127,Dim3,2.92
32128,Dim2,4.7
32128,Dim3,2.99
32129,Dim1,4.7
32129,Dim2,4.67
32129,Dim3,2.99
32130,Dim1,4.73
32130,Dim2,4.7
32130,Dim3,2.99
32131,Dim3,3
32132,Dim2,4.75
32133,Dim1,4.82
32133,Dim2,4.8
32133,Dim3,2.93
32134,Dim1,4.77
32134,Dim2,4.79
32134,Dim3,2.98
32135,Dim1,4.94
32135,Dim2,4.99
32135,Dim3,2.99
32136,Dim2,4.35
32137,Dim1,4.61
32137,Dim3,2.8
32138,Dim1,4.34
32138,Dim2,4.39
32138,Dim3,2.74
32139,Dim1,4.36
32139,Dim2,4.32
32139,Dim3,2.68
32140,Dim1,4.33
32140,Dim2,4.3
32141,Dim3,2.7
32142,Dim1,4.66
32142,Dim2,4.72
32142,Dim3,2.98
32143,Dim1,4.39
32143,Dim2,4.41
32144,Dim1,4.41
32144,Dim2,4.44
32145,Dim1,4.36
32145,Dim2,4.39
32146,Dim3,2.71
32147,Dim1,4.39
32147,Dim2,4.41
32148,Dim2,4.71
32148,Dim3,2.96
32149,Dim1,4.68
32149,Dim2,4.74
32149,Dim3,2.93
32150,Dim1,4.27
32150,Dim2,4.29
32150,Dim3,2.56
32151,Dim1,4.66
32151,Dim2,4.69
32151,Dim3,2.91
32152,Dim1,4.2
32152,Dim2,4.23
32152,Dim3,2.64
32153,Dim1,4.18
32153,Dim2,4.22
32153,Dim3,2.6
32154,Dim1,4.19
32154,Dim2,4.24
32154,Dim3,2.59
32155,Dim2,4.23
32156,Dim3,2.64
32157,Dim1,4.26
32157,Dim2,4.29
32158,Dim1,4.28
32158,Dim2,4.3
32158,Dim3,2.6
32159,Dim1,4.24
32159,Dim2,4.26
32159,Dim3,2.6
32160,Dim1,4.66
32160,Dim2,4.69
32160,Dim3,2.9
32161,Dim1,4.66
32161,Dim2,4.68
32161,Dim3,2.84
32163,Dim1,5.04
32163,Dim2,5.07
32163,Dim3,3.09
32164,Dim1,4.18
32164,Dim2,4.19
32164,Dim3,2.62
32165,Dim1,4.22
32165,Dim2,4.25
32166,Dim1,4.18
32166,Dim2,4.21
32166,Dim3,2.59
32167,Dim1,4.8
32167,Dim2,4.77
32167,Dim3,2.95
32168,Dim1,4.84
32168,Dim2,4.8
32168,Dim3,2.93
32169,Dim1,4.88
32169,Dim2,4.83
32169,Dim3,3.11
32170,Dim2,4.25
32171,Dim2,4.6
32171,Dim3,2.85
32172,Dim1,4.38
32173,Dim1,4.43
32173,Dim2,4.45
32173,Dim3,2.74
32174,Dim1,4.23
32174,Dim2,4.31
32175,Dim1,4.64
32175,Dim2,4.68
32175,Dim3,2.91
32176,Dim1,4.61
32176,Dim2,4.65
32176,Dim3,2.93
32177,Dim2,4.68
32178,Dim2,4.73
32178,Dim3,2.88
32180,Dim1,4.62
32180,Dim2,4.68
32180,Dim3,2.93
32181,Dim1,4.67
32181,Dim2,4.7
32181,Dim3,2.83
32182,Dim1,4.65
32182,Dim2,4.69
32182,Dim3,2.91
32183,Dim1,4.66
32183,Dim3,2.95
32184,Dim1,4.8
32184,Dim2,4.82
32184,Dim3,2.96
32185,Dim1,4.78
32185,Dim2,4.81
32185,Dim3,2.99
32186,Dim1,4.78
32186,Dim2,4.8
32186,Dim3,2.95
32187,Dim1,4.68
32187,Dim2,4.71
32187,Dim3,2.89
32188,Dim2,4.84
32189,Dim2,4.54
32189,Dim3,2.82
32190,Dim2,4.49
32190,Dim3,2.81
32191,Dim1,4.57
32191,Dim2,4.54
32191,Dim3,2.79
32192,Dim2,4.45
32193,Dim1,4.52
32193,Dim2,4.49
32194,Dim1,4.53
32194,Dim2,4.51
32194,Dim3,2.79
32195,Dim1,4.57
32195,Dim2,4.53
32195,Dim3,2.77
32196,Dim1,4.58
32196,Dim2,4.53
32196,Dim3,2.72
32197,Dim1,4.57
32197,Dim2,4.54
32198,Dim1,4.59
32198,Dim3,2.79
32199,Dim1,4.56
32199,Dim2,4.53
32200,Dim1,4.57
32201,Dim1,4.56
32201,Dim2,4.52
32201,Dim3,2.78
32202,Dim1,4.57
32202,Dim2,4.51
32202,Dim3,2.76
32203,Dim1,4.56
32203,Dim2,4.5
32203,Dim3,2.77
32204,Dim1,4.52
32204,Dim2,4.47
32204,Dim3,2.82
32205,Dim1,4.52
32205,Dim2,4.48
32205,Dim3,2.83
32206,Dim1,4.52
32206,Dim2,4.49
32206,Dim3,2.79
32207,Dim1,4.25
32207,Dim2,4.21
32207,Dim3,2.65
32208,Dim2,4.54
32208,Dim3,2.77
32209,Dim2,4.52
32209,Dim3,2.81
32210,Dim1,4.63
32210,Dim3,2.94
32211,Dim1,4.4
32211,Dim2,4.45
32212,Dim1,4.36
32212,Dim2,4.39
32212,Dim3,2.69
32213,Dim1,4.4
32213,Dim2,4.43
32213,Dim3,2.69
32214,Dim1,4.34
32214,Dim2,4.39
32214,Dim3,2.71
32215,Dim1,4.39
32215,Dim3,2.71
32216,Dim1,4.38
32216,Dim3,2.72
32217,Dim1,4.37
32217,Dim3,2.69
32218,Dim1,4.39
32218,Dim2,4.41
32218,Dim3,2.72
32219,Dim1,4.36
32219,Dim3,2.73
32220,Dim1,4.38
32220,Dim2,4.42
32221,Dim1,4.37
32221,Dim3,2.73
32222,Dim1,4.33
32222,Dim2,4.38
32222,Dim3,2.71
32223,Dim1,4.38
32223,Dim2,4.4
32223,Dim3,2.72
32224,Dim1,4.37
32224,Dim2,4.4
32224,Dim3,2.64
32225,Dim3,2.72
32226,Dim1,4.38
32227,Dim1,4.34
32227,Dim2,4.37
32228,Dim1,4.35
32228,Dim3,2.7
32229,Dim1,4.34
32230,Dim1,4.38
32230,Dim2,4.42
32230,Dim3,2.71
32231,Dim1,4.33
32231,Dim3,2.7
32232,Dim1,4.35
32233,Dim2,4.36
32233,Dim3,2.68
32234,Dim3,2.68
32235,Dim1,4.36
32236,Dim1,4.37
32236,Dim2,4.38
32236,Dim3,2.74
32237,Dim2,4.4
32237,Dim3,2.67
32238,Dim1,4.36
32238,Dim3,2.69
32239,Dim1,4.36
32239,Dim3,2.72
32240,Dim1,4.66
32240,Dim2,4.67
32240,Dim3,2.9
32241,Dim1,4.86
32241,Dim2,4.91
32241,Dim3,3.04
32242,Dim1,4.79
32242,Dim2,4.82
32242,Dim3,3.01
32243,Dim1,4.37
32243,Dim2,4.41
32244,Dim1,4.39
32244,Dim2,4.41
32244,Dim3,2.7
32245,Dim2,4.42
32245,Dim3,2.7
32246,Dim1,4.32
32246,Dim2,4.35
32246,Dim3,2.68
32247,Dim1,4.38
32247,Dim3,2.72
32248,Dim1,4.32
32248,Dim2,4.35
32249,Dim2,4.4
32249,Dim3,2.68
32250,Dim2,4.4
32250,Dim3,2.73
32251,Dim2,4.4
32251,Dim3,2.73
32252,Dim1,4.55
32252,Dim3,2.8
32253,Dim1,4.28
32253,Dim3,2.66
32254,Dim3,2.61
32255,Dim3,2.64
32256,Dim2,4.32
32256,Dim3,2.65
32257,Dim3,2.67
32258,Dim1,4.55
32258,Dim2,4.59
32259,Dim2,4.37
32259,Dim3,2.65
32260,Dim2,4.34
32260,Dim3,2.67
32261,Dim1,4.27
32261,Dim2,4.3
32263,Dim2,4.59
32264,Dim1,4.22
32265,Dim1,4.31
32265,Dim2,4.34
32265,Dim3,2.66
32266,Dim1,4.29
32266,Dim2,4.31
32266,Dim3,2.68
32267,Dim1,4.26
32267,Dim3,2.71
32268,Dim1,4.28
32268,Dim2,4.31
32268,Dim3,2.65
32269,Dim1,4.31
32269,Dim2,4.34
32269,Dim3,2.68
32270,Dim2,4.34
32270,Dim3,2.65
32271,Dim1,4.28
32271,Dim2,4.32
32271,Dim3,2.66
32272,Dim1,4.26
32272,Dim2,4.3
32272,Dim3,2.69
32273,Dim3,2.61
32274,Dim2,4.55
32274,Dim3,2.82
32275,Dim2,4.36
32275,Dim3,2.63
32276,Dim1,4.34
32276,Dim2,4.36
32277,Dim1,4.53
32277,Dim3,2.84
32278,Dim1,4.62
32278,Dim2,4.67
32278,Dim3,2.79
32279,Dim3,2.64
32280,Dim1,4.31
32280,Dim3,2.69
32281,Dim1,4.1
32281,Dim2,4.14
32281,Dim3,2.54
32282,Dim1,4.12
32282,Dim2,4.18
32282,Dim3,2.51
32283,Dim3,2.55
32284,Dim2,4.12
32284,Dim3,2.49
32285,Dim1,4.36
32285,Dim2,4.39
32285,Dim3,2.72
32286,Dim1,4.38
32286,Dim2,4.39
32286,Dim3,2.71
32287,Dim1,4.06
32287,Dim2,4.12
32287,Dim3,2.54
32288,Dim3,2.77
32289,Dim1,4.21
32289,Dim2,4.23
32289,Dim3,2.63
32290,Dim1,4.2
32290,Dim2,4.25
32290,Dim3,2.45
32291,Dim2,4.39
32291,Dim3,2.62
32292,Dim1,4.47
32292,Dim2,4.44
32292,Dim3,2.59
32293,Dim1,4.28
32293,Dim2,4.32
32294,Dim1,4.33
32294,Dim2,4.36
32294,Dim3,2.67
32295,Dim1,4.28
32295,Dim2,4.31
32296,Dim2,4.04
32296,Dim3,2.52
32297,Dim2,4.02
32297,Dim3,2.51
32298,Dim1,4.49
32298,Dim2,4.52
32298,Dim3,2.81
32299,Dim1,4.49
32299,Dim2,4.52
32299,Dim3,2.76
32300,Dim1,4.5
32300,Dim3,2.77
32301,Dim1,4.39
32301,Dim2,4.42
32301,Dim3,2.72
32302,Dim1,4.65
32302,Dim2,4.68
32302,Dim3,2.83
32303,Dim1,4.6
32303,Dim2,4.63
32303,Dim3,2.82
32304,Dim1,4.45
32304,Dim2,4.49
32304,Dim3,2.86
32305,Dim1,4.06
32305,Dim2,4.09
32305,Dim3,2.51
32306,Dim1,4.22
32306,Dim2,4.27
32307,Dim1,4.09
32307,Dim2,4.12
32307,Dim3,2.55
32308,Dim1,4.1
32308,Dim2,4.12
32308,Dim3,2.56
32309,Dim1,4.45
32309,Dim2,4.47
32309,Dim3,2.76
32310,Dim2,4.14
32310,Dim3,2.56
32311,Dim3,2.84
32312,Dim1,4.27
32312,Dim2,4.3
32312,Dim3,2.66
32313,Dim3,2.84
32314,Dim1,4.57
32314,Dim2,4.62
32314,Dim3,2.79
32315,Dim1,4.6
32315,Dim2,4.64
32315,Dim3,2.81
32316,Dim2,4.32
32318,Dim1,4.58
32318,Dim2,4.64
32318,Dim3,2.78
32319,Dim1,4.23
32319,Dim2,4.27
32319,Dim3,2.7
32320,Dim1,4.24
32320,Dim2,4.27
32320,Dim3,2.7
32321,Dim1,4.3
32321,Dim2,4.34
32322,Dim1,4.54
32322,Dim2,4.59
32322,Dim3,2.8
32323,Dim2,4.61
32324,Dim1,4.27
32324,Dim2,4.29
32324,Dim3,2.67
32325,Dim3,2.83
32326,Dim2,4.25
32326,Dim3,2.68
32327,Dim1,4.28
32327,Dim2,4.31
32327,Dim3,2.64
32328,Dim2,4.31
32328,Dim3,2.71
32329,Dim1,4.57
32329,Dim2,4.63
32329,Dim3,2.84
32330,Dim1,4.32
32330,Dim3,2.66
32331,Dim1,4.33
32331,Dim2,4.35
32332,Dim1,4.6
32332,Dim2,4.68
32332,Dim3,2.75
32333,Dim2,4.32
32333,Dim3,2.7
32334,Dim1,4.56
32334,Dim2,4.59
32334,Dim3,2.76
32335,Dim1,4.26
32335,Dim2,4.29
32336,Dim1,4.6
32337,Dim1,4.31
32337,Dim2,4.33
32337,Dim3,2.67
32338,Dim1,4.28
32338,Dim2,4.31
32338,Dim3,2.66
32339,Dim1,4.52
32339,Dim2,4.57
32339,Dim3,2.81
32340,Dim1,4.27
32340,Dim2,4.31
32340,Dim3,2.72
32341,Dim1,4.29
32341,Dim3,2.67
32342,Dim1,4.25
32342,Dim2,4.28
32343,Dim1,4.3
32343,Dim2,4.31
32343,Dim3,2.66
32344,Dim2,4.31
32344,Dim3,2.67
32345,Dim1,4.33
32345,Dim2,4.35
32346,Dim1,4.27
32346,Dim2,4.3
32346,Dim3,2.66
32347,Dim1,4.56
32347,Dim2,4.59
32347,Dim3,2.83
32348,Dim1,4.27
32348,Dim2,4.32
32348,Dim3,2.66
32349,Dim1,4.55
32349,Dim2,4.56
32349,Dim3,2.82
32350,Dim1,4.6
32350,Dim2,4.62
32350,Dim3,2.82
32351,Dim1,4.26
32351,Dim2,4.29
32351,Dim3,2.64
32352,Dim1,4.28
32352,Dim2,4.31
32352,Dim3,2.66
32353,Dim1,4.31
32354,Dim1,4.3
