Price,X2,X3,X4,X5,X6,ID,Currency
95802.3353,E_C,VVS2,62.2,55,0.34,25644,JPY
1131.784066,B_X,VS2,60.7,60,0.34,5689,AUD
686,B_X,VS2,61.2,59,0.34,8688,GBP
95802.3353,D_C,VVS2,63,55,0.34,45570,JPY
860.4740158,D_Y,VS1,61.7,60,0.34,284,USD
95802.3353,E_C,VVS2,61.8,54,NA,49632,JPY
805.712488,D_C,VVS2,61.4,58,NA,16252,EUR
686,D_Y,VS1,60.4,61,0.34,43312,GBP
687,E_P,VVS2,62,54.5,NA,39829,GBP
1133.433897,E_Y,VVS2,61.3,56,NA,43369,AUD
95941.98885,E_Y,VVS2,61.5,56,0.31,39489,JPY
806.886996,E_Y,NA,61.8,54,NA,8028,EUR
687,E_Y,VVS2,60.9,56,0.31,15017,GBP
1133.433897,E_Y,VVS2,62.2,54,0.31,6547,AUD
95941.98885,E_Y,VVS2,62.1,54,0.31,53059,JPY
861.7283511,E_Y,VVS2,62.4,54,0.31,10241,USD
1133.433897,E_Y,NA,60.8,56,NA,15792,AUD
687,E_Y,VVS2,62.5,53.8,0.3,40334,GBP
861.7283511,E_C,VVS1,61.4,53,0.33,51105,USD
95941.98885,E_C,VVS1,61.9,55,0.31,37455,JPY
687,E_C,VVS1,62.6,53,0.31,15197,GBP
95941.98885,E_C,VVS1,62.3,54,0.31,11807,JPY
95941.98885,E_C,NA,62.2,54,0.31,44472,JPY
95941.98885,E_C,VVS1,62.3,53,0.31,25807,JPY
1133.433897,E_C,NA,62,54,NA,41696,AUD
687,E_C,VVS1,61.4,54,NA,7038,GBP
861.7283511,E_R,NA,62.6,57,0.24,33499,USD
806.886996,C_Y,SI1,63.1,56,0.42,19142,EUR
861.7283511,C_A,SI1,63.8,56,NA,10650,USD
1133.433897,C_A,NA,63.2,56,NA,51407,AUD
1133.433897,C_A,SI1,63.5,55,0.4,7852,AUD
687,D_A,SI1,61.4,58,0.4,40283,GBP
1133.433897,D_A,SI1,62.9,59,0.4,8044,AUD
861.7283511,B_A,SI1,61,59,NA,24910,USD
861.7283511,D_A,SI1,62.2,62,0.4,45444,USD
861.7283511,D_X,SI1,62.1,57,NA,5203,USD
1133.433897,D_Y,SI1,63,55,0.42,22621,AUD
861.7283511,C_A,NA,63.2,58,0.4,7976,USD
95941.98885,C_A,SI1,63.5,57,0.4,40019,JPY
861.7283511,C_A,NA,63.2,56,0.4,39861,USD
687,C_X,NA,63.3,58,NA,51423,GBP
687,C_A,NA,63.7,56,NA,53509,GBP
95941.98885,D_X,SI1,62.9,58,0.4,27073,JPY
95941.98885,C_A,SI1,63.9,55,0.4,53830,JPY
861.7283511,C_A,NA,63.3,56,0.4,9659,USD
806.886996,C_A,SI1,63.5,58,0.4,31375,EUR
861.7283511,D_A,SI1,63,57,0.4,13818,USD
861.7283511,B_R,VS2,59.3,59,0.34,5783,USD
862.9826864,D_A,VVS2,62.5,61,NA,25696,USD
688,D_A,IF,59.6,55,0.28,21005,GBP
808.061504,E_X,VS2,61.9,57,0.32,21271,EUR
96081.6424,E_Y,NA,61.7,54,NA,28457,JPY
808.061504,E_Y,SI1,61.2,58,NA,50738,EUR
96081.6424,D_A,SI2,61.8,60,0.43,39301,JPY
1136.733559,D_R,NA,64.1,54,NA,45982,AUD
689,E_C,VVS2,61.4,55,0.36,1016,GBP
96221.29595,E_A,NA,62.2,53,0.4,16734,JPY
864.2370217,D_Y,SI1,63.3,56,0.36,14362,USD
1136.733559,B_Y,SI1,62,59,0.36,6758,AUD
96221.29595,B_C,VS2,61.9,56,0.34,7012,JPY
809.236012,B_C,VS2,59,59,NA,2996,EUR
864.2370217,C_C,VS2,63.7,57,0.34,41189,USD
809.236012,D_Y,NA,61.2,63,0.36,12874,EUR
809.236012,B_Y,SI1,61.8,60,0.36,53245,EUR
1136.733559,B_R,NA,60.9,58,0.36,5217,AUD
689,B_R,SI2,60,58,0.36,16115,GBP
689,B_R,NA,61.2,59,0.36,2115,GBP
689,B_R,SI2,61.5,60,NA,17741,GBP
1136.733559,E_T,VS1,62.6,56,0.34,22967,AUD
864.2370217,E_T,VS1,62.4,55,0.34,11625,USD
689,B_T,VS1,61,60,0.34,31114,GBP
809.236012,B_T,VS1,59.5,59,0.34,42148,EUR
1136.733559,E_C,NA,62.2,56,0.34,45529,AUD
1136.733559,E_C,VS2,61.4,57,0.34,8910,AUD
96221.29595,E_C,VS2,62.5,54,0.34,8036,JPY
864.2370217,E_C,VS2,61.5,54,0.34,40270,USD
96221.29595,B_C,VS2,60.2,60,0.34,44231,JPY
96221.29595,B_C,VS2,61.3,60,0.34,101,JPY
96221.29595,D_C,VS2,63.2,55,0.34,1018,JPY
689,E_C,VS2,61.7,57,0.34,40892,GBP
689,B_C,VS2,62.4,60,0.34,4568,GBP
1136.733559,D_C,NA,63.1,56,0.34,33201,AUD
864.2370217,B_C,VS2,61.9,60,NA,12338,USD
96221.29595,B_C,VS2,62.6,60,0.34,22167,JPY
1136.733559,E_C,NA,62.6,54,0.34,1114,AUD
864.2370217,C_C,VS1,64,58,0.34,53673,USD
864.2370217,C_R,VVS2,64.2,55,0.3,44120,USD
96360.9495,E_X,SI1,62.2,54,0.41,34007,JPY
811.585028,D_Y,NA,61.3,56,NA,32832,EUR
866.7456923,D_T,SI2,61.5,54,0.43,28066,USD
866.7456923,D_C,IF,62.3,56,NA,11141,USD
691,E_A,SI2,62,54,0.44,27361,GBP
1141.683052,D_Y,VVS2,61.9,56,NA,17875,AUD
1141.683052,D_C,VVS1,62.5,55,0.33,13328,AUD
96640.2566,D_R,NA,61.6,55,0.31,7755,JPY
1141.683052,E_Y,VVS2,61.4,56,0.32,32683,AUD
692,E_C,VVS1,62.7,55,NA,33889,GBP
1141.683052,E_A,VS2,62.5,55,0.34,15734,AUD
692,E_R,VS2,61.8,55,0.33,25603,GBP
868.0000276,E_R,NA,62.8,54,0.31,12859,USD
96640.2566,E_A,VS1,61.5,56,0.33,32700,JPY
868.0000276,E_A,NA,61.8,55,0.31,9067,USD
96640.2566,E_A,VS1,61.1,54,0.31,17405,JPY
1141.683052,E_T,SI1,61.2,55,NA,675,AUD
868.0000276,E_Y,SI1,62,55,0.4,17083,USD
96640.2566,E_R,SI1,61.5,55,0.31,24487,JPY
96640.2566,B_T,NA,61.6,59,0.41,35466,JPY
813.934044,D_P,VS1,61.8,56,0.41,15924,EUR
1143.332883,D_Y,VS1,61.9,54,0.38,37882,AUD
693,E_C,NA,61.5,57,0.3,13780,GBP
813.934044,E_X,SI1,62.5,53.7,0.38,51904,EUR
693,E_A,SI1,61.8,53.8,0.38,36936,GBP
96779.91015,B_C,VS1,59,62,0.33,15851,JPY
96779.91015,B_Y,VS2,61.3,61,0.33,28875,JPY
869.2543629,B_A,NA,59.1,59,NA,16806,USD
1143.332883,E_X,VS2,61.2,57,0.38,12890,AUD
1143.332883,D_A,VS2,63,59,0.4,24322,AUD
96919.5637,D_X,VVS2,63.5,54,0.33,32783,JPY
1144.982714,D_X,SI1,59.6,58,NA,10373,AUD
815.108552,D_A,NA,62.2,56,0.4,40031,EUR
870.5086982,D_R,SI1,63.8,54,0.4,31487,USD
870.5086982,E_X,NA,61.8,55,0.3,45154,USD
96919.5637,E_X,VVS2,61.5,55,0.3,9637,JPY
815.108552,E_X,VVS2,61.4,56,0.3,31795,EUR
815.108552,E_X,NA,62.1,57,0.3,10510,EUR
815.108552,E_X,NA,61.7,56,0.3,8511,EUR
1144.982714,E_X,VVS2,61.5,58,0.3,21090,AUD
694,E_X,VVS2,61.8,57,NA,44504,GBP
815.108552,E_A,VS1,62.1,58,NA,52157,EUR
815.108552,E_A,VS1,62.5,56,0.3,18945,EUR
815.108552,E_A,VS1,61.3,58,NA,27063,EUR
96919.5637,E_A,SI1,62.4,53,0.4,9263,JPY
96919.5637,E_A,SI1,61,56,0.38,6639,JPY
815.108552,E_A,SI1,62.4,54,0.4,31428,EUR
96919.5637,B_T,NA,62.1,58,0.33,24420,JPY
96919.5637,E_T,NA,62.1,55,NA,15838,JPY
870.5086982,E_T,NA,61.6,55,0.33,46259,USD
870.5086982,C_P,VS1,63.1,57,0.44,52310,USD
694,E_T,NA,61.8,55,0.33,23130,GBP
694,E_T,IF,62.2,56,0.33,37541,GBP
1144.982714,D_X,VVS1,61.6,56,0.3,50077,AUD
695,D_C,NA,59.8,59,0.37,35759,GBP
871.7630335,E_X,NA,61.3,56,NA,40751,USD
1146.632545,E_A,NA,59.8,57,0.31,21346,AUD
871.7630335,E_X,VS1,61.2,56.2,0.32,45076,USD
816.28306,E_X,VS1,61.2,57,0.31,38455,EUR
816.28306,E_X,VS1,60.7,56,0.31,35067,EUR
695,E_Y,SI1,60.6,57,NA,22552,GBP
1146.632545,E_Y,NA,61.5,55,0.38,22003,AUD
871.7630335,E_T,IF,61.6,54,0.34,12895,USD
871.7630335,E_T,IF,61.9,55,0.34,2798,USD
1146.632545,E_T,IF,61.3,55,0.34,1124,AUD
871.7630335,E_T,NA,62.1,54,NA,33957,USD
97059.21725,B_Y,VS1,60.4,59,0.31,47992,JPY
816.28306,E_Y,VS1,61.9,56,0.31,28300,EUR
816.28306,B_Y,NA,62.1,58,0.31,48591,EUR
97059.21725,E_Y,NA,62.7,57,0.31,50651,JPY
1148.282376,D_R,NA,59.5,56,0.25,37770,AUD
1148.282376,D_T,VS2,60.2,61,NA,22037,AUD
1148.282376,D_X,VS1,61.3,55,NA,18707,AUD
696,D_R,NA,60.1,59,NA,45103,GBP
696,E_Y,SI2,62.3,53,0.43,33412,GBP
817.457568,E_A,SI1,61.9,57,NA,4007,EUR
97198.8708,C_T,VS2,58,57,0.43,28166,JPY
97198.8708,C_X,NA,60.6,63,0.34,28462,JPY
97198.8708,D_Y,VS1,58.3,62,NA,20437,JPY
97198.8708,D_X,NA,59.2,61,0.37,14388,JPY
1148.282376,B_X,VS2,60.5,59,0.37,11240,AUD
817.457568,D_X,VS2,59.7,62,0.37,49978,EUR
97198.8708,E_A,NA,61.8,57,0.34,45433,JPY
97198.8708,C_A,VS2,63.8,56,0.34,3467,JPY
818.632076,D_R,NA,63.5,55,NA,39788,EUR
697,E_C,SI1,61.2,56,0.38,23092,GBP
1149.932207,E_X,SI1,61.8,57,0.39,11325,AUD
874.2717041,E_X,SI1,60.1,58,0.39,28889,USD
1151.582038,D_R,VS2,59.5,56,0.34,18843,AUD
819.806584,D_Y,SI1,62.4,56,0.41,39166,EUR
698,E_Y,VVS2,61.3,55,0.32,52115,GBP
819.806584,E_Y,VVS2,61.2,58,0.32,39617,EUR
875.5260394,E_C,VVS1,60.2,60,0.33,41890,USD
97478.1779,E_C,VVS1,61.4,55,0.32,41527,JPY
698,E_T,NA,60.8,56,0.39,44979,GBP
819.806584,E_X,SI2,61.6,55,0.43,18769,EUR
97478.1779,E_C,NA,61.5,56,0.39,876,JPY
698,E_Y,VS2,61.4,57,0.31,19351,GBP
97478.1779,B_Y,VS2,59,60,NA,28131,JPY
1151.582038,B_Y,VS2,60.9,58,0.31,41584,AUD
875.5260394,B_A,SI1,58.3,60,0.31,18033,USD
819.806584,B_A,NA,60.1,61,0.31,34102,EUR
698,D_A,SI1,63.4,55,0.31,46476,GBP
819.806584,D_A,SI1,63.4,55,NA,45928,EUR
698,E_A,SI1,62.4,57,NA,7167,GBP
698,B_A,NA,63,59,0.31,10318,GBP
1151.582038,C_A,SI1,63.7,57,0.31,51203,AUD
698,E_Y,VS2,62.2,56,NA,9099,GBP
698,B_T,NA,59.4,59,0.31,9947,GBP
819.806584,B_T,VVS2,62.1,58,0.31,9038,EUR
875.5260394,E_T,VVS2,61.6,57,NA,38020,USD
1151.582038,B_T,VVS2,62.2,57,NA,31074,AUD
512.085488,D_X,VS1,59.6,56,0.25,16235,EUR
512.085488,D_A,VS1,59.9,56,0.25,28690,EUR
512.085488,E_Y,VS1,62.3,57,0.24,24946,EUR
436,E_X,NA,61.8,57,0.25,27500,GBP
60888.9478,E_Y,NA,62,54,0.31,42057,JPY
546.8901908,E_Y,SI2,62.2,54,0.31,51336,USD
719.326316,E_Y,NA,61.9,55,0.31,40912,AUD
546.8901908,E_T,SI1,62.1,54,NA,13560,USD
436,E_T,NA,61.9,56,0.31,37538,GBP
512.085488,E_T,SI1,60.8,56,NA,8088,EUR
512.085488,E_T,SI1,62,53,NA,26114,EUR
549.3988614,E_T,VS2,61.3,58,0.3,20512,USD
514.434504,E_T,VS2,61.5,58,0.3,36808,EUR
549.3988614,E_T,VS2,61.4,58,0.3,9981,USD
61168.2549,E_T,VS2,62.1,54,0.3,44102,JPY
722.625978,E_Y,VS1,62.6,53,0.25,38172,AUD
438,E_Y,VS1,62.7,54,0.25,9156,GBP
1151.582038,B_C,VS1,59.7,58,0.31,46688,AUD
875.5260394,B_C,NA,59.9,59,0.31,23345,USD
819.806584,E_C,NA,62.6,55,0.31,22224,EUR
875.5260394,B_C,NA,61.1,59,0.31,1874,USD
1151.582038,E_C,VS1,61.7,57,0.31,35156,AUD
97478.1779,E_C,VS1,61.6,56,0.31,11650,JPY
819.806584,E_C,VS1,62.2,57,0.31,52034,EUR
819.806584,B_C,VS1,62.4,58,0.31,52989,EUR
97478.1779,B_C,NA,62.9,58,0.31,5504,JPY
97478.1779,E_C,VS1,62.6,55,0.31,35035,JPY
875.5260394,E_C,VS1,61.7,57,NA,10062,USD
97478.1779,B_C,VS1,61.8,61,0.31,20910,JPY
875.5260394,D_C,VS1,63.2,57,0.31,4046,USD
875.5260394,C_C,VS1,63.6,55,0.31,22535,USD
1151.582038,E_C,NA,62.1,54,0.31,52361,AUD
875.5260394,B_C,VS1,61.5,61,0.31,34700,USD
698,B_C,VS1,61.7,61,0.31,22810,GBP
819.806584,C_C,VS1,64,59,0.31,46378,EUR
819.806584,D_C,VS1,63.1,58,0.31,7070,EUR
97478.1779,E_Y,VS2,59.1,57,NA,24821,JPY
97478.1779,B_Y,VS2,59.2,60,NA,10137,JPY
819.806584,B_Y,NA,59.8,60,NA,18469,EUR
1151.582038,E_Y,NA,59.6,57,NA,21213,AUD
1151.582038,E_Y,VS2,61.6,55,0.31,42461,AUD
698,B_Y,VS2,59.9,59,0.31,8466,GBP
819.806584,E_Y,VS2,61.6,54,0.31,42376,EUR
1151.582038,E_Y,VS2,61.7,55,0.31,15087,AUD
875.5260394,E_Y,NA,62.4,54,0.31,38272,USD
1151.582038,E_Y,NA,62,57,0.31,2159,AUD
698,E_Y,VS2,63,54,NA,14346,GBP
875.5260394,D_Y,NA,63.1,58,NA,14404,USD
698,B_Y,NA,61.5,60,0.31,7355,GBP
97478.1779,B_Y,VS2,61.7,59,0.31,16284,JPY
1151.582038,E_Y,VS2,62.9,57,NA,3531,AUD
1151.582038,B_Y,VS2,62.6,57,0.31,43364,AUD
819.806584,E_Y,VS2,62.4,55,0.31,144,EUR
97478.1779,C_Y,VS2,63.6,56,0.31,21609,JPY
97478.1779,E_Y,NA,62.3,56,NA,46735,JPY
97478.1779,D_Y,VS2,63.4,59,0.31,48268,JPY
875.5260394,B_A,NA,59.3,59,0.31,52818,USD
1151.582038,D_A,SI1,63.1,55,0.31,43299,AUD
97478.1779,E_A,NA,62.7,54,0.31,1762,JPY
1151.582038,D_A,NA,63.4,55,0.31,26488,AUD
698,D_A,SI1,63.3,55,0.31,12882,GBP
819.806584,D_A,SI1,63.5,55,0.31,51534,EUR
97478.1779,B_A,SI1,62.6,60,0.31,32948,JPY
875.5260394,E_A,SI1,62.7,57,NA,39893,USD
819.806584,E_A,SI1,63,57,0.31,13948,EUR
698,B_A,SI1,62.9,58,0.31,6935,GBP
97478.1779,B_A,SI1,62,58,0.31,40852,JPY
698,D_A,SI1,63.4,57,0.31,46234,GBP
819.806584,D_A,SI1,63.1,57,0.31,48367,EUR
698,D_A,NA,63.1,57,0.31,35417,GBP
698,D_A,SI1,63.5,57,0.31,4032,GBP
698,D_A,NA,63.2,59,0.31,30289,GBP
819.806584,D_A,SI1,63.2,59,0.31,47465,EUR
698,B_T,NA,62.1,58,0.31,32589,GBP
875.5260394,B_Y,VS2,61.7,58,0.31,33713,USD
698,B_Y,VS2,61.5,59,0.31,19026,GBP
819.806584,B_A,SI1,62.3,56,0.31,45766,EUR
1151.582038,E_A,VS1,62.2,57,0.34,7807,AUD
876.7803747,D_Y,NA,62.9,57,NA,42887,USD
699,E_X,VS2,60.8,57,0.34,8481,GBP
820.981092,E_Y,VS1,61.5,56,0.33,1,EUR
878.03471,E_X,VVS2,61.7,55,0.31,42e3,USD
1154.8817,E_T,NA,62,54,0.38,12909,AUD
700,E_T,VS1,61.6,55,0.38,30561,GBP
1154.8817,B_C,VS2,61.8,58,0.38,39350,AUD
700,D_A,NA,62.9,56,0.42,17450,GBP
97757.485,D_C,SI1,62.1,59,0.42,12659,JPY
878.03471,E_C,SI1,62.7,56,NA,40556,USD
97757.485,B_T,NA,61.3,60,0.38,894,JPY
97757.485,D_C,SI1,62.9,57,0.42,31551,JPY
1154.8817,E_C,SI1,62.2,57,0.42,46609,AUD
97757.485,E_A,SI1,61.9,55,0.38,38860,JPY
1154.8817,D_C,NA,59.5,57,NA,15248,AUD
1154.8817,E_A,NA,62.4,55,0.42,2335,AUD
97757.485,E_R,SI2,62.4,57,0.42,36102,JPY
822.1556,C_C,SI1,63.1,57,NA,42168,EUR
1154.8817,D_C,SI1,62,59,0.42,37468,AUD
1154.8817,B_R,SI2,62.1,59,0.42,36685,AUD
700,B_C,VS2,60.9,60,0.38,12292,GBP
700,E_C,NA,62.4,57,0.42,50596,GBP
700,D_R,SI2,60.8,59,0.42,45548,GBP
97757.485,C_C,SI1,63.2,58,0.42,19220,JPY
700,D_C,VS2,62.8,55,0.38,5379,GBP
878.03471,B_C,NA,60.9,58,0.42,13385,USD
823.330108,D_X,VVS2,63.8,55,0.32,42850,EUR
97897.13855,D_Y,VS1,61.2,57,0.34,9462,JPY
1156.531531,D_R,SI1,61.3,57,0.38,13088,AUD
879.2890453,E_Y,SI1,61.3,56,NA,18739,USD
701,A_Y,I1,64.6,60,NA,7214,GBP
880.5433806,D_X,NA,62.5,58,0.41,3600,USD
880.5433806,E_A,VS2,61.5,56,0.34,45354,USD
702,E_A,NA,61.2,56,0.33,3541,GBP
98036.7921,E_A,NA,61.6,55,0.33,15089,JPY
98036.7921,C_A,VVS1,61.5,62,0.3,37773,JPY
98036.7921,D_C,SI2,63.4,57,0.38,37718,JPY
1158.181362,B_T,SI2,60.5,58,0.4,31507,AUD
880.5433806,E_A,NA,60.8,55,0.32,29974,USD
824.504616,E_Y,NA,62.6,53,NA,37497,EUR
1158.181362,E_C,VVS1,62.5,56,NA,23430,AUD
1158.181362,E_A,VS2,62.2,56,0.32,5833,AUD
880.5433806,E_X,VS1,61.9,56,0.32,39823,USD
880.5433806,E_A,VS2,61.7,55,0.32,31708,USD
702,E_A,VS2,62,57,0.32,16539,GBP
1158.181362,E_A,NA,62,55,0.32,42958,AUD
702,E_A,NA,61.4,56,0.32,12889,GBP
1158.181362,D_Y,SI1,62.7,59,0.4,36386,AUD
880.5433806,E_A,VS2,62.1,56,0.32,21916,USD
824.504616,E_A,VS2,62,57,0.32,11730,EUR
824.504616,E_A,VS2,61.9,55,NA,2480,EUR
98036.7921,B_Y,SI1,62,59,0.4,30437,JPY
1158.181362,B_A,VS2,62.6,58,0.32,15707,AUD
98036.7921,E_X,NA,61.3,56,0.32,4327,JPY
880.5433806,B_A,NA,60.5,58,NA,42431,USD
98036.7921,E_A,VS2,61.8,55,NA,3671,JPY
824.504616,E_A,VS2,62,55,0.32,27614,EUR
702,D_A,VS2,60.5,55,0.32,10882,GBP
1158.181362,E_A,VS2,61.7,56,NA,51332,AUD
702,E_A,VS2,62.1,54,0.32,40337,GBP
1158.181362,E_Y,SI1,60.2,56,NA,6283,AUD
1158.181362,E_A,VS2,61.6,55,0.32,29112,AUD
98036.7921,E_A,NA,62.6,53,0.32,47778,JPY
824.504616,E_A,VS2,62.3,54,0.32,24903,EUR
824.504616,E_A,NA,61.9,56,0.32,45399,EUR
1158.181362,E_A,VS2,62.1,55,0.32,27386,AUD
1158.181362,E_A,NA,61.5,55,0.32,25699,AUD
98036.7921,E_A,VS2,62.2,55,0.32,16038,JPY
702,D_Y,SI1,60,63,NA,14602,GBP
98036.7921,B_Y,SI1,62,59,NA,44151,JPY
98036.7921,D_Y,NA,61.1,61,NA,36536,JPY
880.5433806,E_A,VS2,62.1,55,NA,46834,USD
880.5433806,E_A,VS2,62.1,55,0.32,4501,USD
824.504616,B_A,VS2,60.5,59,0.32,21899,EUR
98036.7921,E_A,VS2,61.3,57,0.32,12247,JPY
1158.181362,D_Y,SI1,61.6,59,0.4,15725,AUD
880.5433806,E_A,VS2,61.9,56,0.32,3810,USD
1158.181362,D_A,VS2,62,54,0.32,23468,AUD
1159.831193,E_C,VS2,62.2,54,NA,43439,AUD
825.679124,E_P,VS1,61.7,58,0.43,9605,EUR
881.7977159,E_T,VS1,62.4,54.4,0.38,5728,USD
1159.831193,E_T,VS1,61.5,55.1,0.38,2701,AUD
881.7977159,E_T,VS1,61.9,54.1,NA,48416,USD
98176.44565,E_T,VS1,62.3,55,NA,3310,JPY
703,E_T,VS1,61.7,55.4,NA,20684,GBP
1159.831193,E_T,VS1,61.9,54.7,0.38,3012,AUD
825.679124,E_A,NA,62.2,53.8,0.3,12074,EUR
703,E_X,NA,61.1,57,NA,42137,GBP
825.679124,E_X,SI1,61.6,55,NA,16616,EUR
704,D_A,VVS2,58.8,59,0.31,40245,GBP
883.0520512,D_X,VS1,59.8,59,0.3,45708,USD
704,D_X,VS1,60.9,63,0.3,6748,GBP
1161.481024,E_P,VVS1,62.4,54,0.4,36639,AUD
883.0520512,E_C,NA,62.4,56,0.4,10553,USD
883.0520512,E_A,VS2,62,56,0.35,31734,USD
883.0520512,E_A,NA,61.4,57,0.27,7387,USD
704,E_R,VS1,62.1,56,NA,30243,GBP
98316.0992,E_Y,SI1,62.2,53,0.42,9507,JPY
883.0520512,A_C,VS2,65.1,59,0.4,21039,USD
884.3063865,D_C,VS1,61.3,54,0.38,29858,USD
884.3063865,E_C,VVS2,61.3,55,0.36,15226,USD
705,E_A,VVS2,61.7,56,NA,28835,GBP
884.3063865,E_X,VVS1,62.3,56,0.25,24128,USD
98455.75275,E_A,VVS1,61.5,55,0.25,43150,JPY
705,E_C,SI1,62.6,52,0.4,15394,GBP
884.3063865,E_C,SI1,61.3,57,NA,14700,USD
828.02814,E_X,SI1,60.6,56,NA,337,EUR
828.02814,B_X,SI1,60.9,59,0.33,8279,EUR
1163.130855,B_X,NA,59.9,61,0.33,31997,AUD
705,C_A,SI1,63.6,58,0.41,46023,GBP
1163.130855,D_A,VS2,62.5,56,0.4,46215,AUD
828.02814,C_X,SI1,63.4,57,0.41,29988,EUR
884.3063865,E_A,NA,61.4,57,0.41,53507,USD
705,C_A,SI1,63.2,58,0.41,44197,GBP
705,D_A,SI1,60.5,63,NA,39759,GBP
1163.130855,C_X,SI1,63.1,59,0.41,40253,AUD
98455.75275,E_X,SI1,61.6,57,0.41,34761,JPY
705,C_X,SI1,63.7,58,0.41,17630,GBP
98455.75275,D_A,NA,61.1,62,0.41,17342,JPY
1163.130855,E_A,SI1,61.8,56,0.41,29925,AUD
98455.75275,D_X,SI1,63,56,0.41,16815,JPY
828.02814,B_A,SI1,61.2,59,0.41,45841,EUR
828.02814,D_A,SI1,61.5,61,0.41,50739,EUR
705,D_A,SI1,62.8,57,0.41,15685,GBP
98455.75275,D_A,NA,62.8,58,0.41,22095,JPY
828.02814,C_A,SI1,63.1,57,0.41,51742,EUR
884.3063865,C_A,SI1,63.6,56,0.41,43621,USD
706,E_P,VS1,61.9,55.5,0.43,19425,GBP
706,E_R,VS1,60.4,56,0.32,30403,GBP
706,E_R,SI2,62,55,0.45,2949,GBP
885.5607218,C_X,NA,60.7,61,0.43,2465,USD
885.5607218,E_R,SI1,62.9,56,0.32,2189,USD
885.5607218,C_R,SI1,63.8,55,0.32,2467,USD
706,C_R,SI1,63.7,55,0.32,48176,GBP
706,E_X,VS2,62.4,55,0.35,10804,GBP
98595.4063,D_Y,VS1,61.7,61,0.35,13823,JPY
1164.780686,B_C,VVS2,61.9,58,0.35,32802,AUD
885.5607218,B_C,NA,62.7,58,0.35,5031,USD
885.5607218,E_Y,VS1,60.6,56,0.35,5983,USD
829.202648,E_X,NA,61.5,57,NA,5119,EUR
1164.780686,D_Y,VS1,62.9,58,0.35,29137,AUD
706,E_X,NA,61.4,54,0.35,33039,GBP
885.5607218,E_C,NA,59.2,56,NA,30106,USD
98595.4063,B_X,VS2,61.8,58,0.35,22453,JPY
829.202648,B_Y,VS1,61.2,58,0.35,45783,EUR
439,D_Y,NA,61.5,57,0.27,53433,GBP
724.275809,D_Y,VS1,61.9,56,0.27,53867,AUD
550.6531967,D_Y,NA,61.9,56,NA,37576,USD
550.6531967,E_T,SI2,62.1,54,0.36,26253,USD
550.6531967,E_P,SI1,62.3,53,NA,25805,USD
439,E_T,NA,60.4,59,NA,28983,GBP
550.6531967,C_A,VVS1,59.9,65,0.23,7886,USD
724.275809,C_P,NA,64,55,0.3,2231,AUD
61447.562,E_C,NA,61.4,55,NA,50535,JPY
516.78352,D_C,VVS2,59.8,61,NA,25450,EUR
553.1618673,C_P,VS2,64.1,58,NA,28206,USD
61587.21555,B_C,SI2,61.6,58,0.35,39503,JPY
61726.8691,D_Y,VVS2,61.9,57,0.27,42831,JPY
519.132536,D_T,VS2,61.5,55,0.31,13420,EUR
442,D_A,VS1,61.3,56,NA,20918,GBP
729.225302,E_C,VVS2,62.5,54,0.24,28903,AUD
61726.8691,E_C,SI1,62.4,53.7,0.3,34108,JPY
442,D_T,VS1,61.8,63,0.3,9007,GBP
442,D_T,NA,61.6,61,0.3,13527,GBP
61866.52265,D_P,VVS2,60.8,57,0.27,30218,JPY
706,B_X,VS2,62,59,NA,35660,GBP
98595.4063,B_X,VS2,62.1,60,0.35,48377,JPY
885.5607218,D_C,VVS2,62.5,58,NA,25282,USD
98595.4063,E_X,VS2,62.6,56,0.35,2848,JPY
885.5607218,E_X,VS2,60.8,57,0.35,2214,USD
98595.4063,E_X,VS2,61.4,55,0.35,48567,JPY
706,E_Y,VS1,61.9,55,0.35,32145,GBP
829.202648,E_X,NA,61.4,56,NA,22813,EUR
829.202648,B_Y,VS1,61.5,58,0.35,39379,EUR
98595.4063,E_X,NA,62.1,57,0.35,5815,JPY
885.5607218,D_X,VS2,61.1,62,0.35,757,USD
98595.4063,D_Y,VS1,61.2,56,0.35,48774,JPY
706,E_X,VS2,61.4,54,0.35,2643,GBP
885.5607218,E_Y,VS1,60.5,57,0.35,29283,USD
706,E_Y,VS1,61.9,55,0.35,42703,GBP
885.5607218,B_X,VS2,61.5,59,NA,8294,USD
1164.780686,E_X,NA,62.2,55,0.35,2443,AUD
885.5607218,B_Y,VS1,62.3,59,0.35,23459,USD
829.202648,E_X,VS2,62.3,55,0.35,36734,EUR
98595.4063,E_X,VS2,61.9,54,0.35,3845,JPY
1164.780686,E_C,VVS2,62.5,57,0.35,40229,AUD
886.8150571,E_Y,NA,61.3,55,NA,46548,USD
98735.05985,D_X,VVS2,62.6,55,0.28,33529,JPY
707,D_X,VVS2,61.6,56,0.28,5064,GBP
98735.05985,D_A,VVS2,61,57,0.28,9231,JPY
886.8150571,D_A,VVS2,60.5,56,0.31,29762,USD
830.377156,D_A,VVS1,62.1,57,0.28,6059,EUR
707,D_R,VS1,63.2,59,0.3,1270,GBP
1166.430517,E_X,SI1,61.1,56,0.35,42038,AUD
830.377156,E_X,SI1,61.3,56,0.39,16103,EUR
830.377156,E_X,VS2,62.6,57,0.32,40947,EUR
707,D_X,NA,61.5,60,NA,45143,GBP
